codigo_municipio,uf,nome_municipio,municipio_uf,,,,,,,,,,,,,,
4300471,Rio Grande do Sul,Almirante Tamandaré do Sul,Almirante Tamandaré do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4300505,Rio Grande do Sul,Alpestre,Alpestre - Rio Grande do Sul,,,,,,,,,,,,,,
4300554,Rio Grande do Sul,Alto Alegre,Alto Alegre - Rio Grande do Sul,,,,,,,,,,,,,,
4300570,Rio Grande do Sul,Alto Feliz,Alto Feliz - Rio Grande do Sul,,,,,,,,,,,,,,
4300604,Rio Grande do Sul,Alvorada,Alvorada - Rio Grande do Sul,,,,,,,,,,,,,,
4300638,Rio Grande do Sul,Amaral Ferrador,Amaral Ferrador - Rio Grande do Sul,,,,,,,,,,,,,,
4300646,Rio Grande do Sul,Ametista do Sul,Ametista do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4300661,Rio Grande do Sul,André da Rocha,André da Rocha - Rio Grande do Sul,,,,,,,,,,,,,,
4300703,Rio Grande do Sul,Anta Gorda,Anta Gorda - Rio Grande do Sul,,,,,,,,,,,,,,
4300802,Rio Grande do Sul,Antônio Prado,Antônio Prado - Rio Grande do Sul,,,,,,,,,,,,,,
4300851,Rio Grande do Sul,Arambaré,Arambaré - Rio Grande do Sul,,,,,,,,,,,,,,
4300877,Rio Grande do Sul,Araricá,Araricá - Rio Grande do Sul,,,,,,,,,,,,,,
4300901,Rio Grande do Sul,Aratiba,Aratiba - Rio Grande do Sul,,,,,,,,,,,,,,
4301008,Rio Grande do Sul,Arroio do Meio,Arroio do Meio - Rio Grande do Sul,,,,,,,,,,,,,,
4301073,Rio Grande do Sul,Arroio do Padre,Arroio do Padre - Rio Grande do Sul,,,,,,,,,,,,,,
4301057,Rio Grande do Sul,Arroio do Sal,Arroio do Sal - Rio Grande do Sul,,,,,,,,,,,,,,
4301206,Rio Grande do Sul,Arroio do Tigre,Arroio do Tigre - Rio Grande do Sul,,,,,,,,,,,,,,
4301107,Rio Grande do Sul,Arroio dos Ratos,Arroio dos Ratos - Rio Grande do Sul,,,,,,,,,,,,,,
4301305,Rio Grande do Sul,Arroio Grande,Arroio Grande - Rio Grande do Sul,,,,,,,,,,,,,,
4301404,Rio Grande do Sul,Arvorezinha,Arvorezinha - Rio Grande do Sul,,,,,,,,,,,,,,
4301503,Rio Grande do Sul,Augusto Pestana,Augusto Pestana - Rio Grande do Sul,,,,,,,,,,,,,,
4301552,Rio Grande do Sul,Áurea,Áurea - Rio Grande do Sul,,,,,,,,,,,,,,
4301602,Rio Grande do Sul,Bagé,Bagé - Rio Grande do Sul,,,,,,,,,,,,,,
4301636,Rio Grande do Sul,Balneário Pinhal,Balneário Pinhal - Rio Grande do Sul,,,,,,,,,,,,,,
4301651,Rio Grande do Sul,Barão,Barão - Rio Grande do Sul,,,,,,,,,,,,,,
4301701,Rio Grande do Sul,Barão de Cotegipe,Barão de Cotegipe - Rio Grande do Sul,,,,,,,,,,,,,,
4301750,Rio Grande do Sul,Barão do Triunfo,Barão do Triunfo - Rio Grande do Sul,,,,,,,,,,,,,,
4301859,Rio Grande do Sul,Barra do Guarita,Barra do Guarita - Rio Grande do Sul,,,,,,,,,,,,,,
4301875,Rio Grande do Sul,Barra do Quaraí,Barra do Quaraí - Rio Grande do Sul,,,,,,,,,,,,,,
4301909,Rio Grande do Sul,Barra do Ribeiro,Barra do Ribeiro - Rio Grande do Sul,,,,,,,,,,,,,,
4301925,Rio Grande do Sul,Barra do Rio Azul,Barra do Rio Azul - Rio Grande do Sul,,,,,,,,,,,,,,
4301958,Rio Grande do Sul,Barra Funda,Barra Funda - Rio Grande do Sul,,,,,,,,,,,,,,
4301800,Rio Grande do Sul,Barracão,Barracão - Rio Grande do Sul,,,,,,,,,,,,,,
4302006,Rio Grande do Sul,Barros Cassal,Barros Cassal - Rio Grande do Sul,,,,,,,,,,,,,,
4302055,Rio Grande do Sul,Benjamin Constant do Sul,Benjamin Constant do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4302105,Rio Grande do Sul,Bento Gonçalves,Bento Gonçalves - Rio Grande do Sul,,,,,,,,,,,,,,
4302154,Rio Grande do Sul,Boa Vista das Missões,Boa Vista das Missões - Rio Grande do Sul,,,,,,,,,,,,,,
4302204,Rio Grande do Sul,Boa Vista do Buricá,Boa Vista do Buricá - Rio Grande do Sul,,,,,,,,,,,,,,
4302220,Rio Grande do Sul,Boa Vista do Cadeado,Boa Vista do Cadeado - Rio Grande do Sul,,,,,,,,,,,,,,
4302238,Rio Grande do Sul,Boa Vista do Incra,Boa Vista do Incra - Rio Grande do Sul,,,,,,,,,,,,,,
4302253,Rio Grande do Sul,Boa Vista do Sul,Boa Vista do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4302303,Rio Grande do Sul,Bom Jesus,Bom Jesus - Rio Grande do Sul,,,,,,,,,,,,,,
4302352,Rio Grande do Sul,Bom Princípio,Bom Princípio - Rio Grande do Sul,,,,,,,,,,,,,,
4302378,Rio Grande do Sul,Bom Progresso,Bom Progresso - Rio Grande do Sul,,,,,,,,,,,,,,
4302402,Rio Grande do Sul,Bom Retiro do Sul,Bom Retiro do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4302451,Rio Grande do Sul,Boqueirão do Leão,Boqueirão do Leão - Rio Grande do Sul,,,,,,,,,,,,,,
4302501,Rio Grande do Sul,Bossoroca,Bossoroca - Rio Grande do Sul,,,,,,,,,,,,,,
4302584,Rio Grande do Sul,Bozano,Bozano - Rio Grande do Sul,,,,,,,,,,,,,,
4302600,Rio Grande do Sul,Braga,Braga - Rio Grande do Sul,,,,,,,,,,,,,,
4302659,Rio Grande do Sul,Brochier,Brochier - Rio Grande do Sul,,,,,,,,,,,,,,
4302709,Rio Grande do Sul,Butiá,Butiá - Rio Grande do Sul,,,,,,,,,,,,,,
4302808,Rio Grande do Sul,Caçapava do Sul,Caçapava do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4302907,Rio Grande do Sul,Cacequi,Cacequi - Rio Grande do Sul,,,,,,,,,,,,,,
4303004,Rio Grande do Sul,Cachoeira do Sul,Cachoeira do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4303103,Rio Grande do Sul,Cachoeirinha,Cachoeirinha - Rio Grande do Sul,,,,,,,,,,,,,,
4303202,Rio Grande do Sul,Cacique Doble,Cacique Doble - Rio Grande do Sul,,,,,,,,,,,,,,
4303301,Rio Grande do Sul,Caibaté,Caibaté - Rio Grande do Sul,,,,,,,,,,,,,,
4303400,Rio Grande do Sul,Caiçara,Caiçara - Rio Grande do Sul,,,,,,,,,,,,,,
4303509,Rio Grande do Sul,Camaquã,Camaquã - Rio Grande do Sul,,,,,,,,,,,,,,
4303558,Rio Grande do Sul,Camargo,Camargo - Rio Grande do Sul,,,,,,,,,,,,,,
4303608,Rio Grande do Sul,Cambará do Sul,Cambará do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4303673,Rio Grande do Sul,Campestre da Serra,Campestre da Serra - Rio Grande do Sul,,,,,,,,,,,,,,
4303707,Rio Grande do Sul,Campina das Missões,Campina das Missões - Rio Grande do Sul,,,,,,,,,,,,,,
4303806,Rio Grande do Sul,Campinas do Sul,Campinas do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4303905,Rio Grande do Sul,Campo Bom,Campo Bom - Rio Grande do Sul,,,,,,,,,,,,,,
4304002,Rio Grande do Sul,Campo Novo,Campo Novo - Rio Grande do Sul,,,,,,,,,,,,,,
4304101,Rio Grande do Sul,Campos Borges,Campos Borges - Rio Grande do Sul,,,,,,,,,,,,,,
4304200,Rio Grande do Sul,Candelária,Candelária - Rio Grande do Sul,,,,,,,,,,,,,,
4304309,Rio Grande do Sul,Cândido Godói,Cândido Godói - Rio Grande do Sul,,,,,,,,,,,,,,
4304358,Rio Grande do Sul,Candiota,Candiota - Rio Grande do Sul,,,,,,,,,,,,,,
4304408,Rio Grande do Sul,Canela,Canela - Rio Grande do Sul,,,,,,,,,,,,,,
4304507,Rio Grande do Sul,Canguçu,Canguçu - Rio Grande do Sul,,,,,,,,,,,,,,
4304606,Rio Grande do Sul,Canoas,Canoas - Rio Grande do Sul,,,,,,,,,,,,,,
4304614,Rio Grande do Sul,Canudos do Vale,Canudos do Vale - Rio Grande do Sul,,,,,,,,,,,,,,
4304622,Rio Grande do Sul,Capão Bonito do Sul,Capão Bonito do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4304630,Rio Grande do Sul,Capão da Canoa,Capão da Canoa - Rio Grande do Sul,,,,,,,,,,,,,,
4304655,Rio Grande do Sul,Capão do Cipó,Capão do Cipó - Rio Grande do Sul,,,,,,,,,,,,,,
4304663,Rio Grande do Sul,Capão do Leão,Capão do Leão - Rio Grande do Sul,,,,,,,,,,,,,,
4304689,Rio Grande do Sul,Capela de Santana,Capela de Santana - Rio Grande do Sul,,,,,,,,,,,,,,
4304697,Rio Grande do Sul,Capitão,Capitão - Rio Grande do Sul,,,,,,,,,,,,,,
4304671,Rio Grande do Sul,Capivari do Sul,Capivari do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4304713,Rio Grande do Sul,Caraá,Caraá - Rio Grande do Sul,,,,,,,,,,,,,,
4304705,Rio Grande do Sul,Carazinho,Carazinho - Rio Grande do Sul,,,,,,,,,,,,,,
4304804,Rio Grande do Sul,Carlos Barbosa,Carlos Barbosa - Rio Grande do Sul,,,,,,,,,,,,,,
4304853,Rio Grande do Sul,Carlos Gomes,Carlos Gomes - Rio Grande do Sul,,,,,,,,,,,,,,
4304903,Rio Grande do Sul,Casca,Casca - Rio Grande do Sul,,,,,,,,,,,,,,
4304952,Rio Grande do Sul,Caseiros,Caseiros - Rio Grande do Sul,,,,,,,,,,,,,,
4305009,Rio Grande do Sul,Catuípe,Catuípe - Rio Grande do Sul,,,,,,,,,,,,,,
4305108,Rio Grande do Sul,Caxias do Sul,Caxias do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4305116,Rio Grande do Sul,Centenário,Centenário - Rio Grande do Sul,,,,,,,,,,,,,,
4305124,Rio Grande do Sul,Cerrito,Cerrito - Rio Grande do Sul,,,,,,,,,,,,,,
4305132,Rio Grande do Sul,Cerro Branco,Cerro Branco - Rio Grande do Sul,,,,,,,,,,,,,,
4305157,Rio Grande do Sul,Cerro Grande,Cerro Grande - Rio Grande do Sul,,,,,,,,,,,,,,
4305173,Rio Grande do Sul,Cerro Grande do Sul,Cerro Grande do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4305207,Rio Grande do Sul,Cerro Largo,Cerro Largo - Rio Grande do Sul,,,,,,,,,,,,,,
4305306,Rio Grande do Sul,Chapada,Chapada - Rio Grande do Sul,,,,,,,,,,,,,,
4305355,Rio Grande do Sul,Charqueadas,Charqueadas - Rio Grande do Sul,,,,,,,,,,,,,,
4305371,Rio Grande do Sul,Charrua,Charrua - Rio Grande do Sul,,,,,,,,,,,,,,
4305405,Rio Grande do Sul,Chiapetta,Chiapetta - Rio Grande do Sul,,,,,,,,,,,,,,
4305439,Rio Grande do Sul,Chuí,Chuí - Rio Grande do Sul,,,,,,,,,,,,,,
4305447,Rio Grande do Sul,Chuvisca,Chuvisca - Rio Grande do Sul,,,,,,,,,,,,,,
4305454,Rio Grande do Sul,Cidreira,Cidreira - Rio Grande do Sul,,,,,,,,,,,,,,
4305504,Rio Grande do Sul,Ciríaco,Ciríaco - Rio Grande do Sul,,,,,,,,,,,,,,
4305587,Rio Grande do Sul,Colinas,Colinas - Rio Grande do Sul,,,,,,,,,,,,,,
4305603,Rio Grande do Sul,Colorado,Colorado - Rio Grande do Sul,,,,,,,,,,,,,,
4305702,Rio Grande do Sul,Condor,Condor - Rio Grande do Sul,,,,,,,,,,,,,,
4305801,Rio Grande do Sul,Constantina,Constantina - Rio Grande do Sul,,,,,,,,,,,,,,
4305835,Rio Grande do Sul,Coqueiro Baixo,Coqueiro Baixo - Rio Grande do Sul,,,,,,,,,,,,,,
4305850,Rio Grande do Sul,Coqueiros do Sul,Coqueiros do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4305871,Rio Grande do Sul,Coronel Barros,Coronel Barros - Rio Grande do Sul,,,,,,,,,,,,,,
4305900,Rio Grande do Sul,Coronel Bicaco,Coronel Bicaco - Rio Grande do Sul,,,,,,,,,,,,,,
4305934,Rio Grande do Sul,Coronel Pilar,Coronel Pilar - Rio Grande do Sul,,,,,,,,,,,,,,
4305959,Rio Grande do Sul,Cotiporã,Cotiporã - Rio Grande do Sul,,,,,,,,,,,,,,
4305975,Rio Grande do Sul,Coxilha,Coxilha - Rio Grande do Sul,,,,,,,,,,,,,,
4306007,Rio Grande do Sul,Crissiumal,Crissiumal - Rio Grande do Sul,,,,,,,,,,,,,,
4306056,Rio Grande do Sul,Cristal,Cristal - Rio Grande do Sul,,,,,,,,,,,,,,
4306072,Rio Grande do Sul,Cristal do Sul,Cristal do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4306106,Rio Grande do Sul,Cruz Alta,Cruz Alta - Rio Grande do Sul,,,,,,,,,,,,,,
4306130,Rio Grande do Sul,Cruzaltense,Cruzaltense - Rio Grande do Sul,,,,,,,,,,,,,,
4306205,Rio Grande do Sul,Cruzeiro do Sul,Cruzeiro do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4306304,Rio Grande do Sul,David Canabarro,David Canabarro - Rio Grande do Sul,,,,,,,,,,,,,,
4306320,Rio Grande do Sul,Derrubadas,Derrubadas - Rio Grande do Sul,,,,,,,,,,,,,,
4306353,Rio Grande do Sul,Dezesseis de Novembro,Dezesseis de Novembro - Rio Grande do Sul,,,,,,,,,,,,,,
4306379,Rio Grande do Sul,Dilermando de Aguiar,Dilermando de Aguiar - Rio Grande do Sul,,,,,,,,,,,,,,
4306403,Rio Grande do Sul,Dois Irmãos,Dois Irmãos - Rio Grande do Sul,,,,,,,,,,,,,,
4306429,Rio Grande do Sul,Dois Irmãos das Missões,Dois Irmãos das Missões - Rio Grande do Sul,,,,,,,,,,,,,,
4306452,Rio Grande do Sul,Dois Lajeados,Dois Lajeados - Rio Grande do Sul,,,,,,,,,,,,,,
4306502,Rio Grande do Sul,Dom Feliciano,Dom Feliciano - Rio Grande do Sul,,,,,,,,,,,,,,
4306601,Rio Grande do Sul,Dom Pedrito,Dom Pedrito - Rio Grande do Sul,,,,,,,,,,,,,,
4306551,Rio Grande do Sul,Dom Pedro de Alcântara,Dom Pedro de Alcântara - Rio Grande do Sul,,,,,,,,,,,,,,
4306700,Rio Grande do Sul,Dona Francisca,Dona Francisca - Rio Grande do Sul,,,,,,,,,,,,,,
4306734,Rio Grande do Sul,Doutor Maurício Cardoso,Doutor Maurício Cardoso - Rio Grande do Sul,,,,,,,,,,,,,,
4306759,Rio Grande do Sul,Doutor Ricardo,Doutor Ricardo - Rio Grande do Sul,,,,,,,,,,,,,,
4306767,Rio Grande do Sul,Eldorado do Sul,Eldorado do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4306809,Rio Grande do Sul,Encantado,Encantado - Rio Grande do Sul,,,,,,,,,,,,,,
4306908,Rio Grande do Sul,Encruzilhada do Sul,Encruzilhada do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4306924,Rio Grande do Sul,Engenho Velho,Engenho Velho - Rio Grande do Sul,,,,,,,,,,,,,,
4306957,Rio Grande do Sul,Entre Rios do Sul,Entre Rios do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4306932,Rio Grande do Sul,Entre-Ijuís,Entre-Ijuís - Rio Grande do Sul,,,,,,,,,,,,,,
4306973,Rio Grande do Sul,Erebango,Erebango - Rio Grande do Sul,,,,,,,,,,,,,,
4307005,Rio Grande do Sul,Erechim,Erechim - Rio Grande do Sul,,,,,,,,,,,,,,
4307054,Rio Grande do Sul,Ernestina,Ernestina - Rio Grande do Sul,,,,,,,,,,,,,,
4307203,Rio Grande do Sul,Erval Grande,Erval Grande - Rio Grande do Sul,,,,,,,,,,,,,,
4307302,Rio Grande do Sul,Erval Seco,Erval Seco - Rio Grande do Sul,,,,,,,,,,,,,,
4307401,Rio Grande do Sul,Esmeralda,Esmeralda - Rio Grande do Sul,,,,,,,,,,,,,,
4307450,Rio Grande do Sul,Esperança do Sul,Esperança do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4307500,Rio Grande do Sul,Espumoso,Espumoso - Rio Grande do Sul,,,,,,,,,,,,,,
4307559,Rio Grande do Sul,Estação,Estação - Rio Grande do Sul,,,,,,,,,,,,,,
4307609,Rio Grande do Sul,Estância Velha,Estância Velha - Rio Grande do Sul,,,,,,,,,,,,,,
4307708,Rio Grande do Sul,Esteio,Esteio - Rio Grande do Sul,,,,,,,,,,,,,,
4307807,Rio Grande do Sul,Estrela,Estrela - Rio Grande do Sul,,,,,,,,,,,,,,
4307815,Rio Grande do Sul,Estrela Velha,Estrela Velha - Rio Grande do Sul,,,,,,,,,,,,,,
4307831,Rio Grande do Sul,Eugênio de Castro,Eugênio de Castro - Rio Grande do Sul,,,,,,,,,,,,,,
4307864,Rio Grande do Sul,Fagundes Varela,Fagundes Varela - Rio Grande do Sul,,,,,,,,,,,,,,
4307906,Rio Grande do Sul,Farroupilha,Farroupilha - Rio Grande do Sul,,,,,,,,,,,,,,
4308003,Rio Grande do Sul,Faxinal do Soturno,Faxinal do Soturno - Rio Grande do Sul,,,,,,,,,,,,,,
4308052,Rio Grande do Sul,Faxinalzinho,Faxinalzinho - Rio Grande do Sul,,,,,,,,,,,,,,
4308078,Rio Grande do Sul,Fazenda Vilanova,Fazenda Vilanova - Rio Grande do Sul,,,,,,,,,,,,,,
4308102,Rio Grande do Sul,Feliz,Feliz - Rio Grande do Sul,,,,,,,,,,,,,,
4308201,Rio Grande do Sul,Flores da Cunha,Flores da Cunha - Rio Grande do Sul,,,,,,,,,,,,,,
4308250,Rio Grande do Sul,Floriano Peixoto,Floriano Peixoto - Rio Grande do Sul,,,,,,,,,,,,,,
4308300,Rio Grande do Sul,Fontoura Xavier,Fontoura Xavier - Rio Grande do Sul,,,,,,,,,,,,,,
4308409,Rio Grande do Sul,Formigueiro,Formigueiro - Rio Grande do Sul,,,,,,,,,,,,,,
4308433,Rio Grande do Sul,Forquetinha,Forquetinha - Rio Grande do Sul,,,,,,,,,,,,,,
4308458,Rio Grande do Sul,Fortaleza dos Valos,Fortaleza dos Valos - Rio Grande do Sul,,,,,,,,,,,,,,
4308508,Rio Grande do Sul,Frederico Westphalen,Frederico Westphalen - Rio Grande do Sul,,,,,,,,,,,,,,
4308607,Rio Grande do Sul,Garibaldi,Garibaldi - Rio Grande do Sul,,,,,,,,,,,,,,
4308656,Rio Grande do Sul,Garruchos,Garruchos - Rio Grande do Sul,,,,,,,,,,,,,,
4308706,Rio Grande do Sul,Gaurama,Gaurama - Rio Grande do Sul,,,,,,,,,,,,,,
4308805,Rio Grande do Sul,General Câmara,General Câmara - Rio Grande do Sul,,,,,,,,,,,,,,
4308854,Rio Grande do Sul,Gentil,Gentil - Rio Grande do Sul,,,,,,,,,,,,,,
4308904,Rio Grande do Sul,Getúlio Vargas,Getúlio Vargas - Rio Grande do Sul,,,,,,,,,,,,,,
4309001,Rio Grande do Sul,Giruá,Giruá - Rio Grande do Sul,,,,,,,,,,,,,,
4309050,Rio Grande do Sul,Glorinha,Glorinha - Rio Grande do Sul,,,,,,,,,,,,,,
4309100,Rio Grande do Sul,Gramado,Gramado - Rio Grande do Sul,,,,,,,,,,,,,,
4309126,Rio Grande do Sul,Gramado dos Loureiros,Gramado dos Loureiros - Rio Grande do Sul,,,,,,,,,,,,,,
4309159,Rio Grande do Sul,Gramado Xavier,Gramado Xavier - Rio Grande do Sul,,,,,,,,,,,,,,
4309209,Rio Grande do Sul,Gravataí,Gravataí - Rio Grande do Sul,,,,,,,,,,,,,,
4309258,Rio Grande do Sul,Guabiju,Guabiju - Rio Grande do Sul,,,,,,,,,,,,,,
4309308,Rio Grande do Sul,Guaíba,Guaíba - Rio Grande do Sul,,,,,,,,,,,,,,
4309407,Rio Grande do Sul,Guaporé,Guaporé - Rio Grande do Sul,,,,,,,,,,,,,,
4309506,Rio Grande do Sul,Guarani das Missões,Guarani das Missões - Rio Grande do Sul,,,,,,,,,,,,,,
4309555,Rio Grande do Sul,Harmonia,Harmonia - Rio Grande do Sul,,,,,,,,,,,,,,
4307104,Rio Grande do Sul,Herval,Herval - Rio Grande do Sul,,,,,,,,,,,,,,
4309571,Rio Grande do Sul,Herveiras,Herveiras - Rio Grande do Sul,,,,,,,,,,,,,,
4309605,Rio Grande do Sul,Horizontina,Horizontina - Rio Grande do Sul,,,,,,,,,,,,,,
4309654,Rio Grande do Sul,Hulha Negra,Hulha Negra - Rio Grande do Sul,,,,,,,,,,,,,,
4309704,Rio Grande do Sul,Humaitá,Humaitá - Rio Grande do Sul,,,,,,,,,,,,,,
4309753,Rio Grande do Sul,Ibarama,Ibarama - Rio Grande do Sul,,,,,,,,,,,,,,
4309803,Rio Grande do Sul,Ibiaçá,Ibiaçá - Rio Grande do Sul,,,,,,,,,,,,,,
4309902,Rio Grande do Sul,Ibiraiaras,Ibiraiaras - Rio Grande do Sul,,,,,,,,,,,,,,
4309951,Rio Grande do Sul,Ibirapuitã,Ibirapuitã - Rio Grande do Sul,,,,,,,,,,,,,,
4310009,Rio Grande do Sul,Ibirubá,Ibirubá - Rio Grande do Sul,,,,,,,,,,,,,,
4310108,Rio Grande do Sul,Igrejinha,Igrejinha - Rio Grande do Sul,,,,,,,,,,,,,,
4310207,Rio Grande do Sul,Ijuí,Ijuí - Rio Grande do Sul,,,,,,,,,,,,,,
4310306,Rio Grande do Sul,Ilópolis,Ilópolis - Rio Grande do Sul,,,,,,,,,,,,,,
4310330,Rio Grande do Sul,Imbé,Imbé - Rio Grande do Sul,,,,,,,,,,,,,,
4310363,Rio Grande do Sul,Imigrante,Imigrante - Rio Grande do Sul,,,,,,,,,,,,,,
4310405,Rio Grande do Sul,Independência,Independência - Rio Grande do Sul,,,,,,,,,,,,,,
4310413,Rio Grande do Sul,Inhacorá,Inhacorá - Rio Grande do Sul,,,,,,,,,,,,,,
4310439,Rio Grande do Sul,Ipê,Ipê - Rio Grande do Sul,,,,,,,,,,,,,,
4310462,Rio Grande do Sul,Ipiranga do Sul,Ipiranga do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4310504,Rio Grande do Sul,Iraí,Iraí - Rio Grande do Sul,,,,,,,,,,,,,,
4310538,Rio Grande do Sul,Itaara,Itaara - Rio Grande do Sul,,,,,,,,,,,,,,
4310553,Rio Grande do Sul,Itacurubi,Itacurubi - Rio Grande do Sul,,,,,,,,,,,,,,
4310579,Rio Grande do Sul,Itapuca,Itapuca - Rio Grande do Sul,,,,,,,,,,,,,,
4310603,Rio Grande do Sul,Itaqui,Itaqui - Rio Grande do Sul,,,,,,,,,,,,,,
4310652,Rio Grande do Sul,Itati,Itati - Rio Grande do Sul,,,,,,,,,,,,,,
4310702,Rio Grande do Sul,Itatiba do Sul,Itatiba do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4310751,Rio Grande do Sul,Ivorá,Ivorá - Rio Grande do Sul,,,,,,,,,,,,,,
4310801,Rio Grande do Sul,Ivoti,Ivoti - Rio Grande do Sul,,,,,,,,,,,,,,
4310850,Rio Grande do Sul,Jaboticaba,Jaboticaba - Rio Grande do Sul,,,,,,,,,,,,,,
4310876,Rio Grande do Sul,Jacuizinho,Jacuizinho - Rio Grande do Sul,,,,,,,,,,,,,,
4310900,Rio Grande do Sul,Jacutinga,Jacutinga - Rio Grande do Sul,,,,,,,,,,,,,,
4311007,Rio Grande do Sul,Jaguarão,Jaguarão - Rio Grande do Sul,,,,,,,,,,,,,,
4311106,Rio Grande do Sul,Jaguari,Jaguari - Rio Grande do Sul,,,,,,,,,,,,,,
4311122,Rio Grande do Sul,Jaquirana,Jaquirana - Rio Grande do Sul,,,,,,,,,,,,,,
4311130,Rio Grande do Sul,Jari,Jari - Rio Grande do Sul,,,,,,,,,,,,,,
4311155,Rio Grande do Sul,Jóia,Jóia - Rio Grande do Sul,,,,,,,,,,,,,,
4311205,Rio Grande do Sul,Júlio de Castilhos,Júlio de Castilhos - Rio Grande do Sul,,,,,,,,,,,,,,
4311239,Rio Grande do Sul,Lagoa Bonita do Sul,Lagoa Bonita do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4311270,Rio Grande do Sul,Lagoa dos Três Cantos,Lagoa dos Três Cantos - Rio Grande do Sul,,,,,,,,,,,,,,
4311304,Rio Grande do Sul,Lagoa Vermelha,Lagoa Vermelha - Rio Grande do Sul,,,,,,,,,,,,,,
4311254,Rio Grande do Sul,Lagoão,Lagoão - Rio Grande do Sul,,,,,,,,,,,,,,
4311403,Rio Grande do Sul,Lajeado,Lajeado - Rio Grande do Sul,,,,,,,,,,,,,,
4311429,Rio Grande do Sul,Lajeado do Bugre,Lajeado do Bugre - Rio Grande do Sul,,,,,,,,,,,,,,
4311502,Rio Grande do Sul,Lavras do Sul,Lavras do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
4311601,Rio Grande do Sul,Liberato Salzano,Liberato Salzano - Rio Grande do Sul,,,,,,,,,,,,,,
4311627,Rio Grande do Sul,Lindolfo Collor,Lindolfo Collor - Rio Grande do Sul,,,,,,,,,,,,,,
4311643,Rio Grande do Sul,Linha Nova,Linha Nova - Rio Grande do Sul,,,,,,,,,,,,,,
4311718,Rio Grande do Sul,Maçambará,Maçambará - Rio Grande do Sul,,,,,,,,,,,,,,
4311700,Rio Grande do Sul,Machadinho,Machadinho - Rio Grande do Sul,,,,,,,,,,,,,,
4311734,Rio Grande do Sul,Mampituba,Mampituba - Rio Grande do Sul,,,,,,,,,,,,,,
4311759,Rio Grande do Sul,Manoel Viana,Manoel Viana - Rio Grande do Sul,,,,,,,,,,,,,,
4311775,Rio Grande do Sul,Maquiné,Maquiné - Rio Grande do Sul,,,,,,,,,,,,,,
4311791,Rio Grande do Sul,Maratá,Maratá - Rio Grande do Sul,,,,,,,,,,,,,,
4311809,Rio Grande do Sul,Marau,Marau - Rio Grande do Sul,,,,,,,,,,,,,,
4311908,Rio Grande do Sul,Marcelino Ramos,Marcelino Ramos - Rio Grande do Sul,,,,,,,,,,,,,,
4311981,Rio Grande do Sul,Mariana Pimentel,Mariana Pimentel - Rio Grande do Sul,,,,,,,,,,,,,,
4312005,Rio Grande do Sul,Mariano Moro,Mariano Moro - Rio Grande do Sul,,,,,,,,,,,,,,
4312054,Rio Grande do Sul,Marques de Souza,Marques de Souza - Rio Grande do Sul,,,,,,,,,,,,,,
4312104,Rio Grande do Sul,Mata,Mata - Rio Grande do Sul,,,,,,,,,,,,,,
4312138,Rio Grande do Sul,Mato Castelhano,Mato Castelhano - Rio Grande do Sul,,,,,,,,,,,,,,
4312153,Rio Grande do Sul,Mato Leitão,Mato Leitão - Rio Grande do Sul,,,,,,,,,,,,,,
4312179,Rio Grande do Sul,Mato Queimado,Mato Queimado - Rio Grande do Sul,,,,,,,,,,,,,,
4312203,Rio Grande do Sul,Maximiliano de Almeida,Maximiliano de Almeida - Rio Grande do Sul,,,,,,,,,,,,,,
4312252,Rio Grande do Sul,Minas do Leão,Minas do Leão - Rio Grande do Sul,,,,,,,,,,,,,,
4312302,Rio Grande do Sul,Miraguaí,Miraguaí - Rio Grande do Sul,,,,,,,,,,,,,,
4312351,Rio Grande do Sul,Montauri,Montauri - Rio Grande do Sul,,,,,,,,,,,,,,
4312377,Rio Grande do Sul,Monte Alegre dos Campos,Monte Alegre dos Campos - Rio Grande do Sul,,,,,,,,,,,,,,
4312385,Rio Grande do Sul,Monte Belo do Sul,Monte Belo do Sul - Rio Grande do Sul,,,,,,,,,,,,,,
